2026-09-11T17:36:29.319Z {"action":"login_success","userId":"U-ADMIN","username":"admin","ip":"::ffff:127.0.0.1"}
2026-09-12T03:41:26.135Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:26.136Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:26.884Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:28.215Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:28.218Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:28.303Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:41:28.323Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:41:28.342Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:41:28.346Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:41:28.964Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:29.692Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:30.414Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:31.162Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:31.895Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:32.642Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:32.642Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:33.403Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:34.159Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:34.162Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:34.918Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:34.920Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:36.371Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:36.371Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:42:38.327Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:42:52.068Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:43:33.884Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:43:37.077Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:43:37.077Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:44:34.107Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:44:34.109Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:44:34.163Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:44:34.170Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:44:34.179Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:44:34.191Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:44:38.676Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:44:39.608Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:44:39.609Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:44:42.970Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:44:43.021Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:44:43.021Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:44:43.053Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:44:43.066Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:44:43.085Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:44:43.097Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:44:48.116Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:44:48.132Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:44:48.144Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:48:20.964Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:48:21.039Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:48:21.052Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:48:34.534Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:48:36.061Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:20.823Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:20.858Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:20.930Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:20.944Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:20.954Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:20.959Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:24.547Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:24.548Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:25.489Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:27.595Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:29.011Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:29.016Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:29.098Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:29.101Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:29.160Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:29.184Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:29.206Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:29.213Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:30.355Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:30.356Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:30.479Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:30.482Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:31.725Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:31.728Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:32.566Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:32.567Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:33.443Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:33.446Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:33.564Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:33.566Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:34.808Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:34.808Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:34.841Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:35.776Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:35.777Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:38.423Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:38.424Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:38.527Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:38.547Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:38.557Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:38.563Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:39.702Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:41.684Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:43.510Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:43.516Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:43.573Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:43.587Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:43.597Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:43.603Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:44.232Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:44.966Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:45.712Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:46.458Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:47.217Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:47.956Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:47.957Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:48.704Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:50.740Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:50.743Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:50.799Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:50.813Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:52:50.823Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:50.828Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:52:51.441Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:52.162Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:52.903Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:53.641Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:54.391Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:55.110Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:55.110Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:55.846Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:56.626Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:56.629Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:57.363Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:57.369Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:58.816Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:52:58.816Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:08.662Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:08.666Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:08.752Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:53:08.770Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:53:08.785Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:08.790Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:21.345Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:21.346Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:22.283Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:24.356Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:25.747Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:25.753Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:25.789Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:53:25.807Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:53:25.822Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:25.827Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:26.978Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:28.961Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:30.759Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:30.761Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:30.781Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:53:30.787Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:53:30.796Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:30.804Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:34.033Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:34.957Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:34.957Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:38.315Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:38.384Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:38.384Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:38.404Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:53:38.415Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:53:38.435Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:38.448Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:43.366Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:43.415Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:53:43.426Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:53:56.961Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:53:58.492Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:54:32.634Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:54:32.638Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:54:32.693Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:54:32.707Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:54:32.716Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:54:32.722Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:54:35.943Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:54:35.944Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:54:36.884Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:54:38.965Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:56:40.925Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:56:40.926Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:59:08.611Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:00:13.376Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:02:32.745Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:02:32.747Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:28:36.028Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:28:54.534Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:30:12.051Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:32:33.687Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:32:33.688Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:39:26.339Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T04:39:30.297Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T05:02:45.990Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T05:02:45.990Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T05:03:21.889Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T05:04:37.640Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T05:05:57.874Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T05:13:51.069Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:00:27.785Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:00:28.392Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:00:28.395Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:02:27.019Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:04:06.939Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:04:06.940Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:09:15.413Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:12:35.520Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:14:41.540Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:20:47.328Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:21:43.897Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:28:44.937Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:31:57.262Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T06:38:06.417Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
