2026-09-11T17:36:29.319Z {"action":"login_success","userId":"U-ADMIN","username":"admin","ip":"::ffff:127.0.0.1"}
2026-09-11T17:45:47.938Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:48.695Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:49.437Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:50.176Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:50.176Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:50.915Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:51.701Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:51.705Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:52.480Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:52.483Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:53.899Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:45:53.900Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:00.338Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:00.341Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:00.499Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:00.505Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:00.540Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:00.558Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:00.582Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:00.589Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:01.785Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:01.785Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:01.908Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:01.910Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:03.190Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:03.191Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:04.014Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:04.015Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:04.870Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:04.871Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:04.986Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:04.987Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:06.226Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:06.227Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:06.257Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:07.194Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:07.194Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:09.722Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:09.724Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:09.767Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:09.784Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:09.799Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:09.805Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:12.335Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:12.337Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:13.278Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:15.366Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:20.535Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:20.535Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:20.580Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:20.586Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:20.601Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:20.607Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:23.816Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:24.747Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:24.748Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:28.124Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:28.177Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:28.177Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:28.209Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:28.222Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:28.239Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:28.251Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:33.137Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:33.161Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:33.171Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:46:39.839Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:46:39.862Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:46:39.873Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:47:28.986Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:47:28.989Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:47:29.089Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:47:29.103Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:47:29.113Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:47:29.118Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:47:30.261Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:47:32.254Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:47:55.579Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:47:55.582Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:47:55.684Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:47:55.697Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-11T17:47:55.707Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:47:55.713Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-11T17:47:56.838Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-11T17:47:58.863Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T02:58:25.421Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:18:01.820Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:18:01.821Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:18:50.162Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:24:14.397Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:24:14.404Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:33:42.769Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:35:36.179Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:37:01.075Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:37:01.128Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:37:01.135Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:37:14.680Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:37:16.219Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:37:31.081Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:37:31.095Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:37:31.103Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:38:21.926Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:38:35.467Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:38:35.480Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:38:35.496Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:38:36.998Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:10.272Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:10.330Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:39:10.341Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:39:23.871Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:25.398Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:31.991Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:31.994Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:32.085Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:39:32.105Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:39:32.118Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:39:32.124Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:39:35.631Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:35.631Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:36.574Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:39:38.701Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:40.220Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:40.223Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:40.305Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:40.309Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:40.370Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:39:40.392Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:39:40.423Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:39:40.430Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:39:41.567Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:41.569Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:41.678Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:41.686Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:42.934Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:42.936Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:43.768Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:43.769Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:44.635Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:44.638Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:44.742Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:44.750Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:45.979Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:45.980Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:46.012Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:46.951Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:39:46.954Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:04.758Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:04.761Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:04.850Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:04.870Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:04.883Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:04.889Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:17.512Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:17.513Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:18.462Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:20.530Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:22.104Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:22.107Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:22.200Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:22.219Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:22.232Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:22.238Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:23.387Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:25.399Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:27.245Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:27.248Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:27.265Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:27.272Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:27.287Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:27.294Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:31.725Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:32.660Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:32.660Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:36.019Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:36.069Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:36.070Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:36.102Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:36.115Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:36.133Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:36.147Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:44.579Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:44.582Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:44.622Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:44.641Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:40:44.655Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:44.661Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:40:57.250Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:57.251Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:40:58.180Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:41:00.259Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:01.719Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:01.722Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:01.784Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:41:01.795Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:41:01.806Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:41:01.812Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:41:16.763Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:16.764Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:17.705Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:41:19.821Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:21.620Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:21.623Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:21.732Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:41:21.750Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 1 conflicts"}
2026-09-12T03:41:21.775Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:41:21.781Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"1 accepted, 0 conflicts"}
2026-09-12T03:41:22.399Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:23.134Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:23.878Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:24.629Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
2026-09-12T03:41:25.380Z {"action":"field_reports_sync","ip":"::ffff:127.0.0.1","detail":"0 accepted, 0 conflicts"}
